id,name_th,name_en,province_id,created_at,updated_at,deleted_at
5608,อำเภอภูซาง,Amphoe Phu Sang,44,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5609,อำเภอภูกามยาว,Amphoe Phu Kamyao,44,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5701,อำเภอเมืองเชียงราย,Amphoe Mueang Chiang Rai,45,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5702,อำเภอเวียงชัย,Amphoe Wiang Chai,45,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5703,อำเภอเชียงของ,Amphoe Chiang Khong,45,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5704,อำเภอเทิง,Amphoe Thoeng,45,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5705,อำเภอพาน,Amphoe Phan,45,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5706,อำเภอป่าแดด,Amphoe Pa Daet,45,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5707,อำเภอแม่จัน,Amphoe Mae Chan,45,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5708,อำเภอเชียงแสน,Amphoe Chiang Saen,45,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5709,อำเภอแม่สาย,Amphoe Mae Sai,45,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5710,อำเภอแม่สรวย,Amphoe Mae Suai,45,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5711,อำเภอเวียงป่าเป้า,Amphoe Wiang Pa Pao,45,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5712,อำเภอพญาเม็งราย,Amphoe Phaya Mengrai,45,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5713,อำเภอเวียงแก่น,Amphoe Wiang Kaen,45,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5714,อำเภอขุนตาล,Amphoe Khun Tan,45,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5715,อำเภอแม่ฟ้าหลวง,Amphoe Mae Fa Luang,45,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5716,อำเภอแม่ลาว,Amphoe Mae Lao,45,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5717,อำเภอเวียงเชียงรุ้ง,Amphoe Wiang Chiang Rung,45,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5718,อำเภอดอยหลวง,Amphoe Doi Luang,45,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5801,อำเภอเมืองแม่ฮ่องสอน,Amphoe Mueang Mae Hong Son,46,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5802,อำเภอขุนยวม,Amphoe Khun Yuam,46,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5803,อำเภอปาย,Amphoe Pai,46,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5804,อำเภอแม่สะเรียง,Amphoe Mae Sariang,46,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5805,อำเภอแม่ลาน้อย,Amphoe Mae La Noi,46,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5806,อำเภอสบเมย,Amphoe Sop Moei,46,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5807,อำเภอปางมะผ้า,Amphoe Pang Mapha,46,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6001,อำเภอเมืองนครสวรรค์,Amphoe Mueang Nakhon Sawan,47,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6002,อำเภอโกรกพระ,Amphoe Krok Phra,47,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6003,อำเภอชุมแสง,Amphoe Chum Saeng,47,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6004,อำเภอหนองบัว,Amphoe Nong Bua,47,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6005,อำเภอบรรพตพิสัย,Amphoe Banphot Phisai,47,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6006,อำเภอเก้าเลี้ยว,Amphoe Kao Liao,47,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6007,อำเภอตาคลี,Amphoe Takhli,47,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6008,อำเภอท่าตะโก,Amphoe Takhli,47,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6009,อำเภอไพศาลี,Amphoe Phaisali,47,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6010,อำเภอพยุหะคีรี,Amphoe Phayuha Khiri,47,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6011,อำเภอลาดยาว,Amphoe Phayuha Khiri,47,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6012,อำเภอตากฟ้า,Amphoe Tak Fa,47,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6013,อำเภอแม่วงก์,Amphoe Mae Wong,47,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6014,อำเภอแม่เปิน,Amphoe Mae Poen,47,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6015,อำเภอชุมตาบง,Amphoe Chum Ta Bong,47,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6101,อำเภอเมืองอุทัยธานี,Amphoe Mueang Uthai Thani,48,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6102,อำเภอทัพทัน,Amphoe Thap Than,48,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6103,อำเภอสว่างอารมณ์,Amphoe Sawang Arom,48,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6104,อำเภอหนองฉาง,Amphoe Nong Chang,48,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6105,อำเภอหนองขาหย่าง,Amphoe Nong Khayang,48,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6106,อำเภอบ้านไร่,Amphoe Ban Rai,48,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6107,อำเภอลานสัก,Amphoe Lan Sak,48,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6108,อำเภอห้วยคต,Amphoe Huai Khot,48,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6201,อำเภอเมืองกำแพงเพชร,Amphoe Mueang Kamphaeng Phet,49,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6202,อำเภอไทรงาม,Amphoe Sai Ngam,49,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6203,อำเภอคลองลาน,Amphoe Khlong Lan,49,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6204,อำเภอขาณุวรลักษบุรี,Amphoe Khanu Woralaksaburi,49,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6205,อำเภอคลองขลุง,Amphoe Khlong Khlung,49,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6206,อำเภอพรานกระต่าย,Amphoe Phran Kratai,49,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6207,อำเภอลานกระบือ,Amphoe Lan Krabue,49,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6208,อำเภอทรายทองวัฒนา,Amphoe Sai Thong Watthana,49,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6209,อำเภอปางศิลาทอง,Amphoe Pang Sila Thong,49,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6210,อำเภอบึงสามัคคี,Amphoe Bueng Samakkhi,49,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6211,อำเภอโกสัมพีนคร,Amphoe Kosamphi Nakhon,49,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6301,อำเภอเมืองตาก,Amphoe Mueang Tak,50,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6302,อำเภอบ้านตาก,Amphoe Ban Tak,50,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6303,อำเภอสามเงา,Amphoe Sam Ngao,50,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6304,อำเภอแม่ระมาด,Amphoe Mae Ramat,50,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6305,อำเภอท่าสองยาง,Amphoe Tha Song Yang,50,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6306,อำเภอแม่สอด,Amphoe Mae Sot,50,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6307,อำเภอพบพระ,Amphoe Phop Phra,50,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6308,อำเภออุ้มผาง,Amphoe Umphang,50,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6309,อำเภอวังเจ้า,Amphoe Wang Chao,50,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6401,อำเภอเมืองสุโขทัย,Amphoe Mueang Sukhothai,51,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6402,อำเภอบ้านด่านลานหอย,Amphoe Ban Dan Lan Hoi,51,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6403,อำเภอคีรีมาศ,Amphoe Khiri Mat,51,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6404,อำเภอกงไกรลาศ,Amphoe Kong Krailat,51,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6405,อำเภอศรีสัชนาลัย,Amphoe Si Satchanalai,51,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6406,อำเภอศรีสำโรง,Amphoe Si Samrong,51,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6407,อำเภอสวรรคโลก,Amphoe Sawankhalok,51,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6408,อำเภอศรีนคร,Amphoe Si Nakhon,51,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6409,อำเภอทุ่งเสลี่ยม,Amphoe Thung Saliam,51,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6501,อำเภอเมืองพิษณุโลก,Amphoe Mueang Phitsanulok,52,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6502,อำเภอนครไทย,Amphoe Nakhon Thai,52,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6503,อำเภอชาติตระการ,Amphoe Chat Trakan,52,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6504,อำเภอบางระกำ,Amphoe Bang Rakam,52,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6505,อำเภอบางกระทุ่ม,Amphoe Bang Krathum,52,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6506,อำเภอพรหมพิราม,Amphoe Phrom Phiram,52,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6507,อำเภอวัดโบสถ์,Amphoe Wat Bot,52,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6508,อำเภอวังทอง,Amphoe Wang Thong,52,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6509,อำเภอเนินมะปราง,Amphoe Noen Maprang,52,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6601,อำเภอเมืองพิจิตร,Amphoe Mueang Phichit,53,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6602,อำเภอวังทรายพูน,Amphoe Wang Sai Phun,53,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6603,อำเภอโพธิ์ประทับช้าง,Amphoe Pho Prathap Chang,53,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6604,อำเภอตะพานหิน,Amphoe Taphan Hin,53,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6605,อำเภอบางมูลนาก,Amphoe Bang Mun Nak,53,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6606,อำเภอโพทะเล,Amphoe Pho Thale,53,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6607,อำเภอสามง่าม,Amphoe Sam Ngam,53,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6608,อำเภอทับคล้อ,Amphoe Tap Khlo,53,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6609,อำเภอสากเหล็ก,Amphoe Sak Lek,53,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6610,อำเภอบึงนาราง,Amphoe Bueng Na Rang,53,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6611,อำเภอดงเจริญ,Amphoe Dong Charoen,53,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6612,อำเภอวชิรบารมี,Amphoe Wachirabarami,53,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6701,อำเภอเมืองเพชรบูรณ์,Amphoe Mueang Phetchabun,54,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6702,อำเภอชนแดน,Amphoe Chon Daen,54,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6703,อำเภอหล่มสัก,Amphoe Lom Sak,54,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6704,อำเภอหล่มเก่า,Amphoe Lom Kao,54,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6705,อำเภอวิเชียรบุรี,Amphoe Wichian Buri,54,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6706,อำเภอศรีเทพ,Amphoe Si Thep,54,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6707,อำเภอหนองไผ่,Amphoe Nong Phai,54,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6708,อำเภอบึงสามพัน,Amphoe Bueng Sam Phan,54,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6709,อำเภอน้ำหนาว,Amphoe Nam Nao,54,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6710,อำเภอวังโป่ง,Amphoe Wang Pong,54,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
6711,อำเภอเขาค้อ,Amphoe Khao Kho,54,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7001,อำเภอเมืองราชบุรี,Amphoe Mueang Ratchaburi,55,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7002,อำเภอจอมบึง,Amphoe Chom Bueng,55,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7003,อำเภอสวนผึ้ง,Amphoe Suan Phueng,55,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7004,อำเภอดำเนินสะดวก,Amphoe Damnoen Saduak,55,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7005,อำเภอบ้านโป่ง,Amphoe Ban Pong,55,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7006,อำเภอบางแพ,Amphoe Bang Phae,55,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7007,อำเภอโพธาราม,Amphoe Photharam,55,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7008,อำเภอปากท่อ,Amphoe Pak Tho,55,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7009,อำเภอวัดเพลง,Amphoe Wat Phleng,55,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7010,อำเภอบ้านคา,Amphoe Ban Kha,55,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7074,อำเภอท้องถิ่นเทศบาลตำบลบ้านฆ้อง,Amphoe Tet Saban Ban Kong,55,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7101,อำเภอเมืองกาญจนบุรี,Amphoe Mueang Kanchanaburi,56,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7102,อำเภอไทรโยค,Amphoe Sai Yok,56,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7103,อำเภอบ่อพลอย,Amphoe Bo Phloi,56,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7104,อำเภอศรีสวัสดิ์,Amphoe Si Sawat,56,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7105,อำเภอท่ามะกา,Amphoe Tha Maka,56,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7106,อำเภอท่าม่วง,Amphoe Tha Muang,56,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7107,อำเภอทองผาภูมิ,Amphoe Pha Phum,56,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7108,อำเภอสังขละบุรี,Amphoe Sangkhla Buri,56,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7109,อำเภอพนมทวน,Amphoe Phanom Thuan,56,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7110,อำเภอเลาขวัญ,Amphoe Lao Khwan,56,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7111,อำเภอด่านมะขามเตี้ย,Amphoe Dan Makham Tia,56,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7112,อำเภอหนองปรือ,Amphoe Nong Prue,56,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7113,อำเภอห้วยกระเจา,Amphoe Huai Krachao,56,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7201,อำเภอเมืองสุพรรณบุรี,Amphoe Mueang Suphan Buri,57,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7202,อำเภอเดิมบางนางบวช,Amphoe Doem Bang Nang Buat,57,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7203,อำเภอด่านช้าง,Amphoe Dan Chang,57,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7204,อำเภอบางปลาม้า,Amphoe Bang Pla Ma,57,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7205,อำเภอศรีประจันต์,Amphoe Si Prachan,57,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7206,อำเภอดอนเจดีย์,Amphoe Don Chedi,57,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7207,อำเภอสองพี่น้อง,Amphoe Song Phi Nong,57,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7208,อำเภอสามชุก,Amphoe Sam Chuk,57,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7209,อำเภออู่ทอง,Amphoe U Thong,57,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7210,อำเภอหนองหญ้าไซ,Amphoe Nong Ya Sai,57,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7301,อำเภอเมืองนครปฐม,Amphoe Mueang Nakhon Pathom,58,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7302,อำเภอกำแพงแสน,Amphoe Kamphaeng Saen,58,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7303,อำเภอนครชัยศรี,Amphoe Nakhon Chai Si,58,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7304,อำเภอดอนตูม,Amphoe Don Tum,58,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7305,อำเภอบางเลน,Amphoe Bang Len,58,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7306,อำเภอสามพราน,Amphoe Sam Phran,58,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7307,อำเภอพุทธมณฑล,Amphoe Phutthamonthon,58,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7401,อำเภอเมืองสมุทรสาคร,Amphoe Mueang Samut Sakhon,59,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7402,อำเภอกระทุ่มแบน,Amphoe Krathum Baen,59,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7403,อำเภอบ้านแพ้ว,Amphoe Ban Phaeo,59,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7501,อำเภอเมืองสมุทรสงคราม,Amphoe Mueang Samut Songkhram,60,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7502,อำเภอบางคนที,Amphoe Bang Khonthi,60,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7503,อำเภออัมพวา,Amphoe Amphawa,60,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7601,อำเภอเมืองเพชรบุรี,Amphoe Mueang Phetchaburi,61,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7602,อำเภอเขาย้อย,Amphoe Khao Yoi,61,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7603,อำเภอหนองหญ้าปล้อง,Amphoe Nong Ya Plong,61,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7604,อำเภอชะอำ,Amphoe Cha-am,61,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7605,อำเภอท่ายาง,Amphoe Tha Yang,61,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7606,อำเภอบ้านลาด,Amphoe Ban Lat,61,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7607,อำเภอบ้านแหลม,Amphoe Ban Laem,61,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7608,อำเภอแก่งกระจาน,Amphoe Kaeng Krachan,61,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7701,อำเภอเมืองประจวบคีรีขันธ์,Amphoe Mueang Prachuap Khiri Khan,62,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7702,อำเภอกุยบุรี,Amphoe Kui Buri,62,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7703,อำเภอทับสะแก,Amphoe Thap Sakae,62,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7704,อำเภอบางสะพาน,Amphoe Bang Saphan,62,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7705,อำเภอบางสะพานน้อย,Amphoe Bang Saphan Noi,62,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7706,อำเภอปราณบุรี,Amphoe Pran Buri,62,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7707,อำเภอหัวหิน,Amphoe Hua Hin,62,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
7708,อำเภอสามร้อยยอด,Amphoe Sam Roi Yot,62,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8001,อำเภอเมืองนครศรีธรรมราช,Amphoe Mueang Nakhon Si Thammarat,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8002,อำเภอพรหมคีรี,Amphoe Phrom Khiri,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8003,อำเภอลานสกา,Amphoe Lan Saka,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8004,อำเภอฉวาง,Amphoe Chawang,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8005,อำเภอพิปูน,Amphoe Phipun,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8006,อำเภอเชียรใหญ่,Amphoe Chian Yai,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8007,อำเภอชะอวด,Amphoe Cha-uat,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8008,อำเภอท่าศาลา,Amphoe Tha Sala,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8009,อำเภอทุ่งสง,Amphoe Thung Song,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8010,อำเภอนาบอน,Amphoe Na Bon,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8011,อำเภอทุ่งใหญ่,Amphoe Thung Yai,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8012,อำเภอปากพนัง,Amphoe Pak Phanang,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8013,อำเภอร่อนพิบูลย์,Amphoe Ron Phibun,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8014,อำเภอสิชล,Amphoe Sichon,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8015,อำเภอขนอม,Amphoe Khanom,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8016,อำเภอหัวไทร,Amphoe Hua Sai,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8017,อำเภอบางขัน,Amphoe Bang Khan,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8018,อำเภอถ้ำพรรณรา,Amphoe Tham Phannara,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8019,อำเภอจุฬาภรณ์,Amphoe Chulabhorn,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8020,อำเภอพระพรหม,Amphoe Phra Phrom,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
8021,อำเภอนบพิตำ,Amphoe Nopphitam,63,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
